Subject, 14_514_PCB1
Bluetooth Addr, 84EB1877AF2A
Timestamp, 7/08/2015 1:28:02 PM
Sequence GUID, a968c4bc-5de2-44e1-837c-319e0875c6db
Record Directory, C:\Users\Patrick\Dropbox\Preitaly\NimbleBluetoothImpedanceManager\NimbleBluetoothImpedanceManager\bin\Debug\Output\14_514_PCB1-84EB1877AF2A-a968c4bc-5de2-44e1-837c-319e0875c6db-2015-08-07_01-28-02-PM
COMPLIANCEON_A #0, , , , , , , , , , , , ,
COMPLIANCEON_A #1, , , , , , , , , , , , ,
COMPLIANCEON_A #2, , , , , , , , , , , , ,
COMPLIANCEON_B #0, , , , , , , , , , , , ,
COMPLIANCEON_B #1, , , , , , , , , , , , ,
COMPLIANCEON_B #2, , , , , , , , , , , , ,
IMPEDANCE_CG25_V10 #0, , ,5962.73291925466,9275.36231884058,14409.9378881988,113788.819875776,848.176420695505,3901.61153519932,6106.87022900763,169.635284139101,339.270568278202,21713.3163698049,
IMPEDANCE_CG25_V10 #1,117101.449275362,3975.15527950311, , , ,113788.819875776,847.098686997035,3896.65396018636,6099.11054637865,169.419737399407,169.419737399407,21685.7263871241,
IMPEDANCE_CG25_V10 #2, , , , , , ,848.176420695505,3901.61153519932,6106.87022900763, ,169.635284139101,21713.3163698049,
IMPEDANCE_MP25_V10 #0, ,3809.52380952381,5962.73291925466,9275.36231884058,14409.9378881988,114285.714285714,847.098686997035,3896.65396018636,6099.11054637865,5252.01185938162,5252.01185938162,21685.7263871241,
IMPEDANCE_MP25_V10 #1,117267.080745342,3809.52380952381,5962.73291925466, , ,114451.345755694,848.176420695505,3901.61153519932,6106.87022900763,5258.69380831213,5258.69380831213,21713.3163698049,
IMPEDANCE_MP25_V10 #2,117267.080745342,3809.52380952381,5962.73291925466,9275.36231884058,14409.9378881988,114285.714285714,847.098686997035,3896.65396018636,6099.11054637865,5252.01185938162,5252.01185938162,21685.7263871241,
IMPEDANCE_MP400_V10 #0,121076.604554865,3975.15527950311,5962.73291925466,9275.36231884058,14409.9378881988,120910.973084886,1016.51842439644,4235.49343498518,6437.95002117747,5590.85133418043,5590.85133418043,22024.5658619229,
IMPEDANCE_MP400_V10 #1,121076.604554865,3809.52380952381,5962.73291925466, ,14409.9378881988,121076.604554865,1016.51842439644,4235.49343498518,6437.95002117747,5421.43159678103,5590.85133418043,22024.5658619229,
IMPEDANCE_MP400_V10 #2,120926.385442514,3804.79735318445,5955.33498759305,9263.85442514475,14392.0595533499,120926.385442514,1016.51842439644,4235.49343498518, , , ,22024.5658619229,
IMPEDANCE_MP400_V1 #0,26666.6666666667,4598.84201819686,6683.20926385442,9826.30272952854,14789.0818858561,26633.5814722912,1321.47395171537,4947.05633206269,7047.86107581533, , , ,
IMPEDANCE_MP400_V1 #1, , ,6691.51138716356,9838.50931677019,14774.3271221532,26666.6666666667,1287.59000423549,4947.05633206269,7013.97712833545,6234.64633629818,6234.64633629818,21922.9140194833,
IMPEDANCE_MP400_V1 #2, , ,6691.51138716356, , ,26666.6666666667,1321.47395171537,4947.05633206269,7013.97712833545,6234.64633629818,6234.64633629818,21922.9140194833,
IMPEDANCE_MP400_V2 #0,13333.3333333333,4703.93374741201,6774.32712215321,9921.32505175984,13333.3333333333,13333.3333333333,1372.299